ano,mes,ceasa,produto,categoria,preco_medio_kg,quantidade_kg,fonte_arquivo,fonte_aba
2025,1,CEASA/ES - Vitória,ALFACE,Hortaliças,4.096600028157117,71030.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Alface; Quantidade-Alface
2025,1,CEASA/ES - Vitória,BANANA,Frutas,2.6845873674586644,2802239.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Banana; Quantidade-Banana
2025,1,CEASA/ES - Vitória,BATATA,Hortaliças,2.0083455318799794,5207336.0,abril_2025.xlsx; fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Batata; Quantidade-Batata
2025,1,CEASA/ES - Vitória,CEBOLA,Hortaliças,2.1236159664957954,1138484.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Cebola; Quantidade-Cebola
2025,1,CEASA/ES - Vitória,CENOURA,Hortaliças,4.235997877932181,1185636.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Cenoura; Quantidade-Cenoura
2025,1,CEASA/ES - Vitória,LARANJA,Frutas,4.286283804887381,3858059.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Laranja; Quantidade-Laranja
2025,1,CEASA/ES - Vitória,MACA,Frutas,9.75769339096858,2176446.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Maçã; Quantidade-Maçã
2025,1,CEASA/ES - Vitória,MAMAO,Frutas,3.5737440912656453,586420.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Mamão; Quantidade-Mamão
2025,1,CEASA/ES - Vitória,MELANCIA,Frutas,2.1819854414830346,1590684.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Melancia; Quantidade-Melancia
2025,1,CEASA/ES - Vitória,TOMATE,Hortaliças,2.664182058285876,1992318.0,fevereiro_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Tomate; Quantidade-Tomate
2025,2,CEASA/ES - Vitória,ALFACE,Hortaliças,3.1390998447271325,70199.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Alface; Quantidade-Alface
2025,2,CEASA/ES - Vitória,BANANA,Frutas,2.5114215658615464,2782481.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Banana; Quantidade-Banana
2025,2,CEASA/ES - Vitória,BATATA,Hortaliças,2.1527451160980293,5223899.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Batata; Quantidade-Batata
2025,2,CEASA/ES - Vitória,CEBOLA,Hortaliças,2.3141848001012604,553030.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Cebola; Quantidade-Cebola
2025,2,CEASA/ES - Vitória,CENOURA,Hortaliças,3.2221585073335692,1017240.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Cenoura; Quantidade-Cenoura
2025,2,CEASA/ES - Vitória,LARANJA,Frutas,4.012144555178343,3804817.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Laranja; Quantidade-Laranja
2025,2,CEASA/ES - Vitória,MACA,Frutas,8.78116848733069,2477759.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Maçã; Quantidade-Maçã
2025,2,CEASA/ES - Vitória,MAMAO,Frutas,5.398627074905251,587075.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Mamão; Quantidade-Mamão
2025,2,CEASA/ES - Vitória,MELANCIA,Frutas,3.2520805186017174,1664013.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Melancia; Quantidade-Melancia
2025,2,CEASA/ES - Vitória,TOMATE,Hortaliças,3.5732536484945974,1382488.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; marco_2025.xlsx,Preços-Tomate; Quantidade-Tomate
2025,3,CEASA/ES - Vitória,ALFACE,Hortaliças,3.9635309066801363,63352.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Alface; Quantidade-Alface
2025,3,CEASA/ES - Vitória,BANANA,Frutas,2.9120422412552114,2514698.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Banana; Quantidade-Banana
2025,3,CEASA/ES - Vitória,BATATA,Hortaliças,2.083879869647053,5648664.0,janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Batata; Quantidade-Batata
2025,3,CEASA/ES - Vitória,CEBOLA,Hortaliças,2.531959619578444,1047785.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Cebola; Quantidade-Cebola
2025,3,CEASA/ES - Vitória,CENOURA,Hortaliças,3.770881083867897,1008610.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Cenoura; Quantidade-Cenoura
2025,3,CEASA/ES - Vitória,LARANJA,Frutas,3.8445796491966107,4335819.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Laranja; Quantidade-Laranja
2025,3,CEASA/ES - Vitória,MACA,Frutas,8.65693089270101,2414347.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Maçã; Quantidade-Maçã
2025,3,CEASA/ES - Vitória,MAMAO,Frutas,5.108216574376768,592517.0,abril_2025.xlsx; janeiro_2026_base_2025.xlsx; maio_2025.xlsx,Preços-Mamão; Quantidade-Mamão
